Country,Crop,Year,Area_harvested_ha,Production_tonnes,Yield_kg_per_ha
Côte d'Ivoire,Karite nuts (sheanuts),2022,23708.0,32704.7,1379.5
Côte d'Ivoire,Karite nuts (sheanuts),2023,23724.0,32860.41,1385.1
Côte d'Ivoire,Kola nuts,2020,82568.0,58433.16,707.7
Côte d'Ivoire,Kola nuts,2021,80681.0,56899.89,705.2
Côte d'Ivoire,Kola nuts,2022,82377.0,56200.3,682.2
Côte d'Ivoire,Kola nuts,2023,81875.0,57177.79,698.4
Côte d'Ivoire,Okra,2020,67692.0,188736.0,2788.2
Côte d'Ivoire,Okra,2021,66431.0,186112.0,2801.6
Côte d'Ivoire,Okra,2022,27241.0,76705.0,2815.8
Côte d'Ivoire,Okra,2023,35743.0,101154.91,2830.1
Côte d'Ivoire,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,8131.0,7685.12,945.1
Côte d'Ivoire,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,8085.0,7714.79,954.2
Côte d'Ivoire,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2022,8087.0,7724.54,955.2
Côte d'Ivoire,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2023,8089.0,7708.15,952.9
Côte d'Ivoire,"Other oil seeds, n.e.c.",2020,43243.0,30092.96,695.9
Côte d'Ivoire,"Other oil seeds, n.e.c.",2021,43093.0,30133.84,699.3
Côte d'Ivoire,"Other oil seeds, n.e.c.",2022,43062.0,30178.46,700.8
Côte d'Ivoire,"Other oil seeds, n.e.c.",2023,40006.0,30135.09,753.3
Côte d'Ivoire,"Pepper (Piper spp.), raw",2020,409.0,247.33,605.0
Côte d'Ivoire,"Pepper (Piper spp.), raw",2021,407.0,246.43,605.9
Côte d'Ivoire,"Pepper (Piper spp.), raw",2022,406.0,245.58,604.7
Côte d'Ivoire,"Pepper (Piper spp.), raw",2023,407.0,246.45,605.2
Côte d'Ivoire,Taro,2020,76859.0,89163.0,1160.1
Côte d'Ivoire,Taro,2021,76832.0,87738.0,1141.9
Côte d'Ivoire,Taro,2022,79488.0,90363.0,1136.8
Côte d'Ivoire,Taro,2023,81917.0,92705.66,1131.7
Côte d'Ivoire,Yams,2020,1380941.0,7654617.0,5543.0
Côte d'Ivoire,Yams,2021,1381131.0,7589804.0,5495.4
Côte d'Ivoire,Yams,2022,1400000.0,7786121.0,5561.5
Côte d'Ivoire,Yams,2023,1499028.0,7967113.65,5314.9
Côte d'Ivoire,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,2371.0,40992.24,17288.1
Côte d'Ivoire,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,2427.0,43350.95,17859.7
Côte d'Ivoire,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2022,2354.0,43396.12,18432.6
Côte d'Ivoire,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2023,2314.0,43980.01,19005.6
Côte d'Ivoire,"Other meat of mammals, fresh or chilled",2020,,29845.49,
Côte d'Ivoire,"Other meat of mammals, fresh or chilled",2021,,30655.03,
Côte d'Ivoire,"Other meat of mammals, fresh or chilled",2022,,31511.47,
Côte d'Ivoire,"Other meat of mammals, fresh or chilled",2023,,32423.89,
Côte d'Ivoire,"Other stimulant, spice and aromatic crops, n.e.c.",2020,1129.0,715.16,633.5
Côte d'Ivoire,"Other stimulant, spice and aromatic crops, n.e.c.",2021,1121.0,712.73,635.9
Côte d'Ivoire,"Other stimulant, spice and aromatic crops, n.e.c.",2022,1118.0,710.62,635.5
Côte d'Ivoire,"Other stimulant, spice and aromatic crops, n.e.c.",2023,1116.0,708.51,635.1
Côte d'Ivoire,"Other tropical fruits, n.e.c.",2020,41741.0,50779.06,1216.5
Côte d'Ivoire,"Other tropical fruits, n.e.c.",2021,41121.0,51029.89,1241.0
Côte d'Ivoire,"Other tropical fruits, n.e.c.",2022,41322.0,51384.51,1243.5
Côte d'Ivoire,"Other tropical fruits, n.e.c.",2023,41395.0,51739.12,1249.9
Côte d'Ivoire,"Ginger, raw",2020,542.0,6899.95,12723.1
Côte d'Ivoire,"Ginger, raw",2021,538.0,6929.73,12879.6
Côte d'Ivoire,"Ginger, raw",2022,537.0,6895.01,12830.0
Côte d'Ivoire,"Ginger, raw",2023,537.0,6908.23,12869.3
Côte d'Ivoire,Natural rubber in primary forms,2020,566197.0,936061.0,1653.2
Côte d'Ivoire,Natural rubber in primary forms,2021,646300.0,1100386.0,1702.6
Côte d'Ivoire,Natural rubber in primary forms,2022,765956.0,1286000.0,1678.9
Côte d'Ivoire,Natural rubber in primary forms,2023,949704.0,1548000.0,1630.0
Côte d'Ivoire,Papayas,2020,5801.0,14463.56,2493.2
Côte d'Ivoire,Papayas,2021,5823.0,14552.68,2499.2
Côte d'Ivoire,Papayas,2022,5825.0,14573.59,2501.7
Côte d'Ivoire,Papayas,2023,5817.0,14529.94,2498.1
Côte d'Ivoire,Plantains and cooking bananas,2020,539647.0,2082812.0,3859.6
Côte d'Ivoire,Plantains and cooking bananas,2021,528244.0,2030593.0,3844.0
Côte d'Ivoire,Plantains and cooking bananas,2022,548558.0,2109288.0,3845.1
Côte d'Ivoire,Plantains and cooking bananas,2023,558957.0,2149985.2,3846.4
Côte d'Ivoire,"Coir, raw",2020,,2189.89,
Côte d'Ivoire,"Coir, raw",2021,,2178.51,
Côte d'Ivoire,"Coir, raw",2022,,2185.78,
Côte d'Ivoire,"Coir, raw",2023,,2193.05,
Côte d'Ivoire,Green corn (maize),2020,75625.0,189616.21,2507.3
Côte d'Ivoire,Green corn (maize),2021,75421.0,188312.5,2496.8
Côte d'Ivoire,Green corn (maize),2022,75532.0,187035.45,2476.2
Côte d'Ivoire,Green corn (maize),2023,75643.0,185753.87,2455.7
Côte d'Ivoire,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2020,,293.23,
Côte d'Ivoire,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2021,,300.97,
Côte d'Ivoire,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2022,,308.26,
Côte d'Ivoire,"Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",2023,,318.02,
Côte d'Ivoire,String beans,2020,1494.0,4773.21,3195.4
Côte d'Ivoire,String beans,2021,1491.0,4761.62,3194.5
Côte d'Ivoire,String beans,2022,1501.0,4792.33,3192.7
Côte d'Ivoire,String beans,2023,1511.0,4823.04,3191.0
Democratic Republic of the Congo,Bananas,2020,214461.0,805873.0,3757.7
Democratic Republic of the Congo,Bananas,2021,214903.0,807157.0,3755.9
Democratic Republic of the Congo,Bananas,2022,215189.0,808443.0,3756.9
Democratic Republic of the Congo,Bananas,2023,215475.0,809731.0,3757.9
Democratic Republic of the Congo,Barley,2020,1457.0,992.5,681.2
Democratic Republic of the Congo,Barley,2021,1463.0,996.7,681.5
Democratic Republic of the Congo,Barley,2022,1456.0,991.51,681.1
Democratic Republic of the Congo,Barley,2023,1458.0,993.57,681.3
Democratic Republic of the Congo,"Beans, dry",2020,477946.0,260041.0,544.1
Democratic Republic of the Congo,"Beans, dry",2021,484202.0,263961.0,545.1
Democratic Republic of the Congo,"Beans, dry",2022,498687.0,271979.0,545.4
Democratic Republic of the Congo,"Beans, dry",2023,505980.0,276079.0,545.6
Democratic Republic of the Congo,"Beer of barley, malted",2020,,430000.0,
Democratic Republic of the Congo,"Beer of barley, malted",2021,,470000.0,
Democratic Republic of the Congo,"Beer of barley, malted",2022,,490000.0,
Democratic Republic of the Congo,Cabbages,2020,1206.0,20574.26,17053.1
Democratic Republic of the Congo,Cabbages,2021,1185.0,20269.11,17110.5
Democratic Republic of the Congo,Cabbages,2022,1171.0,20685.3,17671.8
Democratic Republic of the Congo,Cabbages,2023,1187.0,20509.56,17275.6
Democratic Republic of the Congo,Carrots and turnips,2020,46.0,411.99,8871.2
Democratic Republic of the Congo,Carrots and turnips,2021,46.0,413.05,8977.0
Democratic Republic of the Congo,Carrots and turnips,2022,46.0,414.87,9064.5
Democratic Republic of the Congo,Carrots and turnips,2023,46.0,416.8,9152.0
Democratic Republic of the Congo,"Cattle fat, unrendered",2020,,609.34,
Democratic Republic of the Congo,"Cattle fat, unrendered",2021,,675.71,
Democratic Republic of the Congo,"Cattle fat, unrendered",2022,,747.95,
Democratic Republic of the Congo,"Cattle fat, unrendered",2023,,819.65,
Democratic Republic of the Congo,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,10568.0,36347.85,3439.4
Democratic Republic of the Congo,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,10646.0,36443.49,3423.4
Democratic Republic of the Congo,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2022,10731.0,36565.77,3407.5
Democratic Republic of the Congo,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2023,10648.0,36688.06,3445.5
Democratic Republic of the Congo,"Cotton lint, ginned",2020,,8410.17,
Democratic Republic of the Congo,"Cotton lint, ginned",2021,,8938.32,
Democratic Republic of the Congo,"Cotton lint, ginned",2022,,9104.07,
Democratic Republic of the Congo,Cotton seed,2020,,19023.81,
Democratic Republic of the Congo,Cotton seed,2021,,20218.48,
Democratic Republic of the Congo,Cotton seed,2022,,20593.41,
Democratic Republic of the Congo,Cucumbers and gherkins,2020,92.0,381.33,4140.0
Democratic Republic of the Congo,Cucumbers and gherkins,2021,93.0,384.84,4138.7
Democratic Republic of the Congo,Cucumbers and gherkins,2022,93.0,387.72,4148.9
Democratic Republic of the Congo,Cucumbers and gherkins,2023,94.0,384.63,4095.4
Democratic Republic of the Congo,"Edible offal of cattle, fresh, chilled or frozen",2020,,2513.54,
Democratic Republic of the Congo,"Edible offal of cattle, fresh, chilled or frozen",2021,,2787.31,
Democratic Republic of the Congo,"Edible offal of cattle, fresh, chilled or frozen",2022,,3085.31,
Democratic Republic of the Congo,"Edible offal of cattle, fresh, chilled or frozen",2023,,3381.05,
Democratic Republic of the Congo,"Edible offal of goat, fresh, chilled or frozen",2020,,3320.24,
Democratic Republic of the Congo,"Edible offal of goat, fresh, chilled or frozen",2021,,3325.59,
Democratic Republic of the Congo,"Edible offal of goat, fresh, chilled or frozen",2022,,3290.84,
Democratic Republic of the Congo,"Edible offal of goat, fresh, chilled or frozen",2023,,3256.57,
Democratic Republic of the Congo,"Edible offal of pigs, fresh, chilled or frozen",2020,,2556.9,
Democratic Republic of the Congo,"Edible offal of pigs, fresh, chilled or frozen",2021,,3007.3,
Democratic Republic of the Congo,"Edible offal of pigs, fresh, chilled or frozen",2022,,2809.13,
Democratic Republic of the Congo,"Edible offal of pigs, fresh, chilled or frozen",2023,,2763.6,
Democratic Republic of the Congo,"Edible offal of sheep, fresh, chilled or frozen",2020,,573.1,
Democratic Republic of the Congo,"Edible offal of sheep, fresh, chilled or frozen",2021,,574.11,
Democratic Republic of the Congo,"Edible offal of sheep, fresh, chilled or frozen",2022,,575.76,
Democratic Republic of the Congo,"Edible offal of sheep, fresh, chilled or frozen",2023,,576.06,
Democratic Republic of the Congo,Fat of pigs,2020,,2556.9,
Democratic Republic of the Congo,Fat of pigs,2021,,3007.3,
Democratic Republic of the Congo,Fat of pigs,2022,,2809.13,
Democratic Republic of the Congo,Fat of pigs,2023,,2763.6,
Democratic Republic of the Congo,"Goat fat, unrendered",2020,,677.6,
Democratic Republic of the Congo,"Goat fat, unrendered",2021,,678.69,
Democratic Republic of the Congo,"Goat fat, unrendered",2022,,671.6,
Democratic Republic of the Congo,"Goat fat, unrendered",2023,,664.61,
Democratic Republic of the Congo,Groundnut oil,2020,,21985.68,
Democratic Republic of the Congo,Groundnut oil,2021,,22450.6,
Democratic Republic of the Congo,Groundnut oil,2022,,22944.21,
Democratic Republic of the Congo,"Groundnuts, excluding shelled",2020,513000.0,465474.0,907.4
Democratic Republic of the Congo,"Groundnuts, excluding shelled",2021,515000.0,475817.0,923.9
Democratic Republic of the Congo,"Groundnuts, excluding shelled",2022,510000.0,486389.0,953.7
Democratic Republic of the Congo,"Groundnuts, excluding shelled",2023,510000.0,497197.0,974.9
Democratic Republic of the Congo,"Hen eggs in shell, fresh",2020,,8859.26,108.0
Democratic Republic of the Congo,"Hen eggs in shell, fresh",2021,,8879.01,108.0
Democratic Republic of the Congo,"Hen eggs in shell, fresh",2022,,7786.23,94.0
Democratic Republic of the Congo,"Hen eggs in shell, fresh",2023,,7820.32,94.0
Democratic Republic of the Congo,Lemons and limes,2020,461.0,6953.43,15088.5
Democratic Republic of the Congo,Lemons and limes,2021,460.0,6991.12,15181.9
Democratic Republic of the Congo,Lemons and limes,2022,460.0,6977.9,15175.8
Democratic Republic of the Congo,Lemons and limes,2023,459.0,6964.69,15169.7
Democratic Republic of the Congo,Maize (corn),2020,2833528.0,2186150.0,771.5
Democratic Republic of the Congo,Maize (corn),2021,2904061.0,2243379.0,772.5
Democratic Republic of the Congo,Maize (corn),2022,2958565.0,2283672.0,771.9
Democratic Republic of the Congo,Maize (corn),2023,3028240.0,2335599.0,771.3
Democratic Republic of the Congo,Margarine and shortening,2020,,2519.0,
Democratic Republic of the Congo,Margarine and shortening,2021,,2486.0,
Democratic Republic of the Congo,Margarine and shortening,2022,,2486.0,
Democratic Republic of the Congo,"Meat of cattle with the bone, fresh or chilled",2020,,19042.0,
Democratic Republic of the Congo,"Meat of cattle with the bone, fresh or chilled",2021,,21116.0,
Democratic Republic of the Congo,"Meat of cattle with the bone, fresh or chilled",2022,,23373.54,
Democratic Republic of the Congo,"Meat of cattle with the bone, fresh or chilled",2023,,25613.99,
Democratic Republic of the Congo,"Meat of chickens, fresh or chilled",2020,,10471.0,
Democratic Republic of the Congo,"Meat of chickens, fresh or chilled",2021,,10532.0,
Democratic Republic of the Congo,"Meat of chickens, fresh or chilled",2022,,10000.0,
Democratic Republic of the Congo,"Meat of chickens, fresh or chilled",2023,,10000.0,
Democratic Republic of the Congo,"Meat of goat, fresh or chilled",2020,,18634.0,
Democratic Republic of the Congo,"Meat of goat, fresh or chilled",2021,,18664.0,
Democratic Republic of the Congo,"Meat of goat, fresh or chilled",2022,,18468.98,
Democratic Republic of the Congo,"Meat of goat, fresh or chilled",2023,,18276.68,
Democratic Republic of the Congo,"Meat of pig with the bone, fresh or chilled",2020,,25569.0,
Democratic Republic of the Congo,"Meat of pig with the bone, fresh or chilled",2021,,30073.0,
Democratic Republic of the Congo,"Meat of pig with the bone, fresh or chilled",2022,,28091.27,
Democratic Republic of the Congo,"Meat of pig with the bone, fresh or chilled",2023,,27636.03,
Democratic Republic of the Congo,"Meat of sheep, fresh or chilled",2020,,2834.0,
Democratic Republic of the Congo,"Meat of sheep, fresh or chilled",2021,,2839.0,
Democratic Republic of the Congo,"Meat of sheep, fresh or chilled",2022,,2847.17,
Democratic Republic of the Congo,"Meat of sheep, fresh or chilled",2023,,2848.65,
Democratic Republic of the Congo,Oats,2020,0.0,0.0,
Democratic Republic of the Congo,Oats,2021,0.0,0.0,
Democratic Republic of the Congo,Oats,2022,0.0,0.0,
Democratic Republic of the Congo,Oats,2023,0.0,0.0,
Democratic Republic of the Congo,"Onions and shallots, dry (excluding dehydrated)",2020,10631.0,56103.3,5277.2
Democratic Republic of the Congo,"Onions and shallots, dry (excluding dehydrated)",2021,10658.0,56210.69,5273.9
Democratic Republic of the Congo,"Onions and shallots, dry (excluding dehydrated)",2022,10683.0,56202.64,5261.1
Democratic Republic of the Congo,"Onions and shallots, dry (excluding dehydrated)",2023,10707.0,56194.59,5248.3
Democratic Republic of the Congo,Oranges,2020,10660.0,164568.81,15438.4
Democratic Republic of the Congo,Oranges,2021,10716.0,165427.81,15437.3
Democratic Republic of the Congo,Oranges,2022,10656.0,164583.7,15444.6
Democratic Republic of the Congo,Oranges,2023,10597.0,163739.6,15451.8
Democratic Republic of the Congo,"Other beans, green",2020,1052.0,4599.71,4371.1
Democratic Republic of the Congo,"Other beans, green",2021,1043.0,4597.79,4408.3
Democratic Republic of the Congo,"Other beans, green",2022,1038.0,4605.7,4436.1
Democratic Republic of the Congo,"Other beans, green",2023,1034.0,4613.89,4463.8
Democratic Republic of the Congo,"Other fruits, n.e.c.",2020,11576.0,88710.8,7663.5
Democratic Republic of the Congo,"Other fruits, n.e.c.",2021,11378.0,89298.11,7848.1
Democratic Republic of the Congo,"Other fruits, n.e.c.",2022,11400.0,89886.12,7885.1
Democratic Republic of the Congo,"Other fruits, n.e.c.",2023,11451.0,90474.13,7900.8
Democratic Republic of the Congo,Other pulses n.e.c.,2020,27006.0,10872.06,402.6
Democratic Republic of the Congo,Other pulses n.e.c.,2021,26979.0,10937.62,405.4
Democratic Republic of the Congo,Other pulses n.e.c.,2022,27086.0,10995.18,405.9
Democratic Republic of the Congo,Other pulses n.e.c.,2023,27024.0,11052.74,409.0
Democratic Republic of the Congo,"Other vegetables, fresh n.e.c.",2020,68260.0,417416.97,6115.1
Democratic Republic of the Congo,"Other vegetables, fresh n.e.c.",2021,67643.0,416154.45,6152.3
Democratic Republic of the Congo,"Other vegetables, fresh n.e.c.",2022,67314.0,416039.4,6180.5
Democratic Republic of the Congo,"Other vegetables, fresh n.e.c.",2023,66989.0,415924.34,6208.8
Democratic Republic of the Congo,"Peas, dry",2020,3571.0,1450.0,406.1
Democratic Republic of the Congo,"Peas, dry",2021,3612.0,1463.0,405.0
Democratic Republic of the Congo,"Peas, dry",2022,3641.0,1476.0,405.3
Democratic Republic of the Congo,"Peas, dry",2023,3673.0,1490.0,405.7
Democratic Republic of the Congo,Pomelos and grapefruits,2020,614.0,9267.37,15082.3
Democratic Republic of the Congo,Pomelos and grapefruits,2021,614.0,9303.49,15140.8
Democratic Republic of the Congo,Pomelos and grapefruits,2022,612.0,9268.65,15139.2
Democratic Republic of the Congo,Pomelos and grapefruits,2023,610.0,9233.81,15137.6
Democratic Republic of the Congo,Potatoes,2020,22800.0,104157.0,4568.3
Democratic Republic of the Congo,Potatoes,2021,22727.0,104187.0,4584.3
Democratic Republic of the Congo,Potatoes,2022,23016.0,105457.0,4582.0
Democratic Republic of the Congo,Potatoes,2023,23308.0,106742.0,4579.7
Democratic Republic of the Congo,"Pumpkins, squash and gourds",2020,2856.0,30568.68,10701.4
Democratic Republic of the Congo,"Pumpkins, squash and gourds",2021,2837.0,30562.61,10771.8
Democratic Republic of the Congo,"Pumpkins, squash and gourds",2022,2833.0,30472.52,10754.8
Democratic Republic of the Congo,"Pumpkins, squash and gourds",2023,2831.0,30398.73,10737.7
Democratic Republic of the Congo,Raw hides and skins of cattle,2020,,3122.89,
Democratic Republic of the Congo,Raw hides and skins of cattle,2021,,3463.02,
Democratic Republic of the Congo,Raw hides and skins of cattle,2022,,3833.26,
Democratic Republic of the Congo,Raw hides and skins of cattle,2023,,4200.69,
Democratic Republic of the Congo,Raw hides and skins of goats or kids,2020,,3320.24,
Democratic Republic of the Congo,Raw hides and skins of goats or kids,2021,,3325.59,
Democratic Republic of the Congo,Raw hides and skins of goats or kids,2022,,3290.84,
Democratic Republic of the Congo,Raw hides and skins of goats or kids,2023,,3256.57,
Democratic Republic of the Congo,Raw hides and skins of sheep or lambs,2020,,818.71,
Democratic Republic of the Congo,Raw hides and skins of sheep or lambs,2021,,820.16,
Democratic Republic of the Congo,Raw hides and skins of sheep or lambs,2022,,822.52,
Democratic Republic of the Congo,Raw hides and skins of sheep or lambs,2023,,822.94,
Democratic Republic of the Congo,Raw milk of cattle,2020,,8408.79,
Democratic Republic of the Congo,Raw milk of cattle,2021,,8889.71,
Democratic Republic of the Congo,Raw milk of cattle,2022,,9398.13,
Democratic Republic of the Congo,Raw milk of cattle,2023,,9935.64,
Democratic Republic of the Congo,Rice,2020,1320000.0,1476290.0,1118.4
Democratic Republic of the Congo,Rice,2021,1379672.0,1580620.0,1145.6
Democratic Republic of the Congo,Rice,2022,1824944.0,1692323.0,927.3
Democratic Republic of the Congo,Rice,2023,1906250.0,1812345.0,950.7
Democratic Republic of the Congo,"Seed cotton, unginned",2020,71791.0,30019.45,418.1
Democratic Republic of the Congo,"Seed cotton, unginned",2021,72853.0,30136.69,413.7
Democratic Republic of the Congo,"Seed cotton, unginned",2022,73081.0,30235.87,413.7
Democratic Republic of the Congo,"Seed cotton, unginned",2023,73330.0,30344.07,413.8
Democratic Republic of the Congo,"Sheep fat, unrendered",2020,,144.85,
Democratic Republic of the Congo,"Sheep fat, unrendered",2021,,145.1,
Democratic Republic of the Congo,"Sheep fat, unrendered",2022,,145.52,
Democratic Republic of the Congo,"Sheep fat, unrendered",2023,,145.6,
Democratic Republic of the Congo,Sorghum,2020,12190.0,8183.0,671.3
Democratic Republic of the Congo,Sorghum,2021,12858.0,8666.0,674.0
Democratic Republic of the Congo,Sorghum,2022,13000.0,8834.0,679.5
Democratic Republic of the Congo,Sorghum,2023,13000.0,8921.0,686.2
Democratic Republic of the Congo,Tomatoes,2020,6695.0,50442.49,7534.0
Democratic Republic of the Congo,Tomatoes,2021,6743.0,50571.21,7499.8
Democratic Republic of the Congo,Tomatoes,2022,6766.0,50757.72,7501.5
Democratic Republic of the Congo,Tomatoes,2023,6790.0,50944.23,7503.2
Democratic Republic of the Congo,Unmanufactured tobacco,2020,7835.0,3478.76,444.0
Democratic Republic of the Congo,Unmanufactured tobacco,2021,7812.0,3566.54,456.5
Democratic Republic of the Congo,Unmanufactured tobacco,2022,7834.0,3536.91,451.5
Democratic Republic of the Congo,Unmanufactured tobacco,2023,7827.0,3527.4,450.7
Democratic Republic of the Congo,Wheat,2020,8000.0,9000.0,1125.0
Democratic Republic of the Congo,Wheat,2021,8000.0,9000.0,1125.0
Democratic Republic of the Congo,Wheat,2022,8000.0,9000.0,1125.0
Democratic Republic of the Congo,Wheat,2023,8000.0,9000.0,1125.0
Democratic Republic of the Congo,Avocados,2020,9395.0,62093.33,6609.2
Democratic Republic of the Congo,Avocados,2021,9197.0,62012.43,6742.8
Democratic Republic of the Congo,Avocados,2022,9200.0,61845.27,6722.6
Democratic Republic of the Congo,Avocados,2023,9210.0,61726.42,6702.3
Democratic Republic of the Congo,"Cassava, fresh",2020,5246504.0,42769463.0,8152.0
Democratic Republic of the Congo,"Cassava, fresh",2021,5219917.0,42526987.0,8147.1
Democratic Republic of the Congo,"Cassava, fresh",2022,5378147.0,43830314.0,8149.7
Democratic Republic of the Congo,"Cassava, fresh",2023,5541174.0,45173584.0,8152.3
Democratic Republic of the Congo,Cocoa beans,2020,54250.0,26337.0,485.5
Democratic Republic of the Congo,Cocoa beans,2021,42499.0,21500.0,505.9
Democratic Republic of the Congo,Cocoa beans,2022,77354.0,40000.0,517.1
Democratic Republic of the Congo,Cocoa beans,2023,66249.0,35000.0,528.3
Democratic Republic of the Congo,"Coffee, green",2020,135007.0,53303.0,394.8
Democratic Republic of the Congo,"Coffee, green",2021,137532.0,54096.6,393.3
Democratic Republic of the Congo,"Coffee, green",2022,148888.0,58606.18,393.6
Democratic Republic of the Congo,"Coffee, green",2023,157943.0,62216.86,393.9
Democratic Republic of the Congo,Cottonseed oil,2020,,25.0,
Democratic Republic of the Congo,Cottonseed oil,2021,,54.9,
Democratic Republic of the Congo,Cottonseed oil,2022,,27.0,
Democratic Republic of the Congo,"Game meat, fresh, chilled or frozen",2020,,90238.79,
Democratic Republic of the Congo,"Game meat, fresh, chilled or frozen",2021,,90344.76,
Democratic Republic of the Congo,"Game meat, fresh, chilled or frozen",2022,,90466.96,
Democratic Republic of the Congo,"Game meat, fresh, chilled or frozen",2023,,90589.16,
Democratic Republic of the Congo,"Kenaf, and other textile bast fibres, raw or retted",2020,9785.0,7931.49,810.6
Democratic Republic of the Congo,"Kenaf, and other textile bast fibres, raw or retted",2021,9830.0,7949.97,808.7
Democratic Republic of the Congo,"Kenaf, and other textile bast fibres, raw or retted",2022,9909.0,7896.23,796.9
Democratic Republic of the Congo,"Kenaf, and other textile bast fibres, raw or retted",2023,9841.0,7925.9,805.4
Democratic Republic of the Congo,"Mangoes, guavas and mangosteens",2020,18006.0,302355.76,16791.6
Democratic Republic of the Congo,"Mangoes, guavas and mangosteens",2021,18181.0,305438.02,16800.2
Democratic Republic of the Congo,"Mangoes, guavas and mangosteens",2022,18310.0,307560.47,16797.6
Democratic Republic of the Congo,"Mangoes, guavas and mangosteens",2023,18166.0,309682.91,17047.7
Democratic Republic of the Congo,Millet,2020,59595.0,39953.0,670.4
Democratic Republic of the Congo,Millet,2021,59020.0,39471.0,668.8
Democratic Republic of the Congo,Millet,2022,60148.0,40248.0,669.2
Democratic Republic of the Congo,Millet,2023,60704.0,40643.0,669.5
Democratic Republic of the Congo,Molasses,2020,,35000.0,
Democratic Republic of the Congo,Molasses,2021,,35000.0,
Democratic Republic of the Congo,Molasses,2022,,35028.25,
Democratic Republic of the Congo,Oil of palm kernel,2020,,2169.0,
Democratic Republic of the Congo,Oil of palm kernel,2021,,12400.0,
Democratic Republic of the Congo,Oil of palm kernel,2022,,14100.0,
Democratic Republic of the Congo,Oil palm fruit,2020,324649.0,2140140.85,6592.2
Democratic Republic of the Congo,Oil palm fruit,2021,326579.0,2150370.39,6584.5
Democratic Republic of the Congo,Oil palm fruit,2022,333425.0,2195946.79,6586.0
Democratic Republic of the Congo,Oil palm fruit,2023,339048.0,2233477.55,6587.5
Democratic Republic of the Congo,Palm kernels,2020,,75000.0,
Democratic Republic of the Congo,Palm kernels,2021,,75000.0,
Democratic Republic of the Congo,Palm kernels,2022,,75000.0,
Democratic Republic of the Congo,Palm oil,2020,,300000.0,
Democratic Republic of the Congo,Palm oil,2021,,300000.0,
Democratic Republic of the Congo,Palm oil,2022,,300000.0,
Democratic Republic of the Congo,Pineapples,2020,7739.0,189242.83,24451.8
Democratic Republic of the Congo,Pineapples,2021,7785.0,189964.71,24402.1
Democratic Republic of the Congo,Pineapples,2022,7782.0,189481.36,24348.2
Democratic Republic of the Congo,Pineapples,2023,7780.0,188998.0,24294.2
Democratic Republic of the Congo,Raw cane or beet sugar (centrifugal only),2020,,127682.0,
Democratic Republic of the Congo,Raw cane or beet sugar (centrifugal only),2021,,83231.0,
Democratic Republic of the Congo,Raw cane or beet sugar (centrifugal only),2022,,80000.0,
Democratic Republic of the Congo,Sesame seed,2020,10615.0,4578.33,431.3
Democratic Republic of the Congo,Sesame seed,2021,10625.0,4590.6,432.1
Democratic Republic of the Congo,Sesame seed,2022,10625.0,4576.59,430.7
Democratic Republic of the Congo,Sesame seed,2023,10626.0,4562.58,429.4
Democratic Republic of the Congo,"Sisal, raw",2020,0.0,0.0,
Democratic Republic of the Congo,"Sisal, raw",2021,0.0,0.0,
Democratic Republic of the Congo,"Sisal, raw",2022,0.0,0.0,
Democratic Republic of the Congo,"Sisal, raw",2023,0.0,0.0,
Democratic Republic of the Congo,Soya beans,2020,50000.0,25682.0,513.6
Democratic Republic of the Congo,Soya beans,2021,49000.0,26336.0,537.5
Democratic Republic of the Congo,Soya beans,2022,50000.0,27007.0,540.1
Democratic Republic of the Congo,Soya beans,2023,50000.0,27695.0,553.9
Democratic Republic of the Congo,Sugar cane,2020,63031.0,2700000.0,42836.4
Democratic Republic of the Congo,Sugar cane,2021,61718.0,2608455.01,42264.1
Democratic Republic of the Congo,Sugar cane,2022,57024.0,2379009.64,41719.2
Democratic Republic of the Congo,Sugar cane,2023,59034.0,2433789.37,41226.7
Democratic Republic of the Congo,Sweet potatoes,2020,111180.0,558367.0,5022.2
Democratic Republic of the Congo,Sweet potatoes,2021,114756.0,574520.0,5006.5
Democratic Republic of the Congo,Sweet potatoes,2022,118038.0,591159.0,5008.2
Democratic Republic of the Congo,Sweet potatoes,2023,121414.0,608280.0,5010.0
Democratic Republic of the Congo,"Other oil seeds, n.e.c.",2020,53000.0,55483.68,1046.9
